date,CPIAUCSL,inflation_mom,inflation_yoy
2024-07-01,313.569,0.16770805381991494,2.9414757935583014
2024-08-01,314.062,0.1572221743858515,2.607144490692037
2024-09-01,314.732,0.2133336729690294,2.4264830315416708
2024-10-01,315.631,0.2856398459641696,2.578844053871343
2024-11-01,316.528,0.28419261732848256,2.719472461284833
2024-12-01,317.604,0.3399383308901438,2.870690967509981
2025-01-01,318.961,0.42726162139017365,2.9909783078999608
2025-02-01,319.679,0.22510589068882592,2.8015834477613355
2025-03-01,319.785,0.03315826188146076,2.381981462805549
2025-04-01,320.302,0.16167112278562268,2.32538823025783
2025-05-01,320.62,0.09928130327003792,2.3772651073680873
2025-06-01,321.435,0.2541949971929469,2.680453865910226
2025-07-01,322.169,0.22835098853577485,2.742618052167134
2025-08-01,323.291,0.3482644202266627,2.9385917430316155
2025-09-01,324.245,0.2950901819104068,3.0225715847133294
2025-10-01,324.654,0.1261391848756288,2.8587179332828505
2025-11-01,325.063,0.1259802743844185,2.6964439164939513
2025-12-01,326.031,0.297788428704604,2.653304114557753
