,Numar observatii,Medie,Abatere standard,Minim,Q1,Mediana,Q3,Maxim,Asimetrie,Kurtosis
btc_return,131.0,4.57821495034698,19.325135609723695,-47.4314183992,-7.276274893701817,3.9190473675796866,16.755561730152245,52.84424457771317,-0.021694008823117568,0.23990975965128714
gold_return,131.0,0.9442869179210361,3.2591907720305446,-6.763829902204588,-1.1459199370046136,0.45954877675047356,3.0158070909930945,10.121224935974205,0.26323512725734444,0.06959544281920405
sp500_return,131.0,0.9411850872471275,4.327757124289153,-13.366776859296703,-1.2771818518730882,1.703524052367822,3.485226380131534,11.942089623740593,-0.5780018229273921,0.7774216284468483
inflation_yoy,120.0,3.138779594437156,2.092283019966499,0.1982013035848551,1.7367243329046378,2.544618701064228,3.327131238587638,8.979361103105798,1.3576044714970823,0.9715523963606554
